cpg_id,chr,mapinfo,genes,directions,n_t1_pairs,saliva_ok,blood_ok,buccal_ok,n_tissues_ok,rho_saliva_epic,rho_saliva_450k,rho_blood_epic,rho_blood_450k,rho_buccal_epic,rho_blood_saliva_450k,gene_annot,island_density,open_sea,design_type,saliva_amaze_raw,saliva_amaze_adj,blood_amaze_raw,blood_amaze_adj,buccal_amaze_raw,buccal_amaze_adj,grade,confirmed_tissues,hannon_cortical_raw,hannon_cortical_adj,hannon_cerebellum_raw,blood_hannon_ok,grade_v3,sommerer_buccal_R,buccal_sommerer_ok,n_independent_cohorts,grade_v4,strict_qc
cg12950816,7,1198977,ZFAND2A-DT,1,1,TRUE,TRUE,TRUE,3,0.901298701298701,0.684848484848485,0.825974025974026,0.806060606060606,0.88051948051948,0.721212121212121,ZFAND2A,6,FALSE,I,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,A,saliva;blood;buccal,0.8422,0.8457,0.7817,TRUE,A+,0.7254,TRUE,4,A++,TRUE
cg13011109,5,167955758,FBLL1,-1,1,TRUE,TRUE,TRUE,3,0.735064935064935,0.866666666666667,0.784415584415584,0.83030303030303,0.845454545454545,0.842424242424242,FBLL1,0,TRUE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4971,0.4808,0.3062,FALSE,B,0.382,FALSE,1,B,TRUE
cg13012494,21,47604986,FTCD;SPATC1L;YBEY,-1;-1;-1,3,TRUE,TRUE,TRUE,3,0.941558441558442,0.927272727272727,0.964935064935065,0.915151515151515,0.964935064935065,0.939393939393939,C21orf56;C21orf56,3,FALSE,I,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,A,saliva;blood;buccal,0.8787,0.8131,0.8784,TRUE,A+,0.8351,TRUE,4,A++,TRUE
cg13022905,5,147699892,SPINK9,-1,1,TRUE,TRUE,TRUE,3,0.858441558441558,0.636363636363636,0.866233766233766,0.866666666666667,0.837662337662338,0.36969696969697,,,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7893,0.7398,0.7489,TRUE,B,0.6933,TRUE,3,B,TRUE
cg13045913,15,41100308,CCDC32,1,1,TRUE,TRUE,TRUE,3,0.706493506493507,0.757575757575757,0.641558441558442,0.806060606060606,0.707792207792208,0.818181818181818,DNAJC17;ZFYVE19,4,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7951,0.7878,0.7851,TRUE,B,0.7291,TRUE,3,B,TRUE
cg13126279,21,47581558,FTCD;PCNT;SPATC1L;YBEY,1;-1;1;1,4,TRUE,TRUE,TRUE,3,0.809090909090909,0.842424242424242,0.844155844155844,0.781818181818182,0.872727272727273,0.806060606060606,C21orf56;C21orf56,2,FALSE,I,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,A,saliva;blood;buccal,0.8342,0.798,0.7931,TRUE,A+,0.7623,TRUE,4,A++,TRUE
cg13245593,1,119522425,WARS2-AS1,1,1,TRUE,TRUE,TRUE,3,0.558441558441558,0.818181818181818,0.84025974025974,0.709090909090909,0.809090909090909,0.781818181818182,TBX15,,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.8256,0.7734,0.7288,TRUE,B,,FALSE,2,B,FALSE
cg13266496,6,110720918,DDO,1,1,TRUE,TRUE,TRUE,3,0.757142857142857,0.76969696969697,0.744155844155844,0.503030303030303,0.861038961038961,0.76969696969697,DDO;DDO,4,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6775,0.6131,0.4981,TRUE,B,0.5708,TRUE,3,B,TRUE
cg13384923,1,5918400,NPHP4,1,1,TRUE,TRUE,TRUE,3,0.705194805194805,0.612121212121212,0.825974025974026,0.539393939393939,0.758441558441558,0.36969696969697,,,FALSE,I,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,A,saliva;blood;buccal,0.639,0.4948,0.6347,TRUE,A+,,FALSE,3,A+,FALSE
cg13387374,1,19411106,EMC1,-1,1,TRUE,TRUE,TRUE,3,0.744155844155844,0.624242424242424,0.54025974025974,0.76969696969697,0.684415584415584,0.43030303030303,UBR4,2,FALSE,II,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,A,blood,0.2669,0.295,0.297,FALSE,A,0.0813,FALSE,1,A,TRUE
cg13460409,21,38379570,HLCS,1,1,TRUE,TRUE,TRUE,3,0.654545454545455,0.709090909090909,0.722077922077922,0.636363636363636,0.688311688311688,0.915151515151515,DSCR6,1,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4982,0.5101,0.3847,FALSE,B,0.2907,FALSE,1,B,TRUE
cg13593090,19,9546723,AC011451.4;ZNF266;ZNF559,-1;-1;1,3,TRUE,TRUE,TRUE,3,0.572727272727273,0.878787878787879,0.719480519480519,0.793939393939394,0.597402597402597,0.793939393939394,ZNF266;ZNF266,10,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7051,0.6835,0.6353,TRUE,B,0.4613,FALSE,2,B,TRUE
cg13683864,3,40499215,ENTPD3-AS1,-1,1,TRUE,TRUE,TRUE,3,0.798701298701299,0.721212121212121,0.797402597402597,0.76969696969697,0.692207792207792,0.333333333333333,RPL14;RPL14,6,FALSE,II,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,A,blood,0.5922,0.5992,0.6681,TRUE,A+,0.1822,FALSE,2,A+,TRUE
cg13713218,9,100000033,AL445670.1;AL590705.1;AL590705.2;ANKRD18CP;CTSV;FAM220CP;GAS2L1P2;VN1R51P;ZNF322P1,-1;-1;-1;-1;-1;-1;-1;-1;-1,9,TRUE,TRUE,TRUE,3,0.664935064935065,0.854545454545454,0.641558441558442,0.733333333333333,0.858441558441558,0.854545454545454,KIAA1529,1,FALSE,I,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,A,saliva;blood;buccal,0.4379,0.3928,0.3945,FALSE,A+,0.6656,TRUE,3,A++,TRUE
cg13732083,21,47605072,FTCD;SPATC1L;YBEY,-1;-1;-1,3,TRUE,TRUE,TRUE,3,0.868831168831169,0.890909090909091,0.884415584415584,0.927272727272727,0.884415584415584,0.878787878787879,C21orf56;C21orf56,3,FALSE,I,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,A,saliva;blood,0.8016,0.7782,0.7566,TRUE,A+,0.7381,TRUE,4,A++,TRUE
cg13752114,3,195489708,SDHAP1,1,1,TRUE,TRUE,TRUE,3,0.868831168831169,0.818181818181818,0.818181818181818,0.696969696969697,0.894805194805195,0.878787878787879,MUC4;MUC4;MUC4,6,FALSE,I,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,A,blood,0.8591,0.8075,0.8215,TRUE,A+,0.8084,TRUE,3,A++,TRUE
cg13789015,9,136890014,BRD3,-1,1,TRUE,TRUE,TRUE,3,0.649350649350649,0.76969696969697,0.737662337662338,0.757575757575757,0.654545454545455,0.757575757575757,NCRNA00094,1,FALSE,II,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,A,saliva;blood,0.7668,0.7558,0.8199,TRUE,A+,0.6268,TRUE,4,A++,TRUE
cg13827984,7,64699983,CCT6P3;EEF1DP4;ERV3-1;INTS4P1,-1;1;-1;1,4,TRUE,TRUE,TRUE,3,0.614285714285714,0.648484848484848,0.702597402597403,0.648484848484848,0.616883116883117,0.696969696969697,,1,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6186,0.5932,0.1835,TRUE,B,0.5481,TRUE,3,B,TRUE
cg13861644,12,130822286,PIWIL1,-1,1,TRUE,TRUE,TRUE,3,0.884415584415584,0.793939393939394,0.897402597402597,0.624242424242424,0.866233766233766,0.793939393939394,PIWIL1,7,FALSE,II,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,A,saliva;blood;buccal,0.7849,0.746,0.7338,TRUE,A+,0.7241,TRUE,4,A++,TRUE
cg13877915,19,58951672,AC012313.4;AC012313.5;AC012313.8;ZNF132,1;-1;1;-1,4,TRUE,TRUE,TRUE,3,0.753246753246753,0.939393939393939,0.88961038961039,0.781818181818182,0.862337662337662,0.842424242424242,ZNF132,9,FALSE,II,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,A,blood,0.8457,0.6866,0.8236,TRUE,A+,0.4475,FALSE,2,A++,TRUE
cg13926174,1,8152878,AL034417.2,-1,1,TRUE,TRUE,TRUE,3,0.9,0.709090909090909,0.916883116883117,0.866666666666667,0.896103896103896,0.793939393939394,,,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.8502,0.8366,0.8585,TRUE,B,,FALSE,2,B,FALSE
cg13980266,9,97022269,AL691447.2;PCAT7,1;1,2,TRUE,TRUE,TRUE,3,0.671428571428571,0.721212121212121,0.663636363636364,0.854545454545454,0.798701298701299,0.890909090909091,ZNF169,,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4677,0.4944,0.4437,FALSE,B,0.4526,FALSE,1,B,TRUE
cg14024893,9,139943146,DPP7;MAN1B1;SAPCD2,-1;-1;1,3,TRUE,TRUE,TRUE,3,0.787012987012987,0.890909090909091,0.838961038961039,0.83030303030303,0.745454545454545,0.878787878787879,ENTPD2;ENTPD2,1,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7758,0.744,0.2719,TRUE,B,0.5802,TRUE,3,B,TRUE
cg14111685,2,242930205,LINC01238,1,1,TRUE,TRUE,TRUE,3,0.919480519480519,0.757575757575757,0.864935064935065,0.854545454545454,0.916883116883117,0.76969696969697,,,FALSE,I,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,A,saliva;blood;buccal,0.8949,0.8316,0.9095,TRUE,A+,,FALSE,3,A+,FALSE
cg14120583,19,453860,SHC2,-1,1,TRUE,TRUE,TRUE,3,0.744155844155844,0.866666666666667,0.698701298701299,0.878787878787879,0.512987012987013,0.890909090909091,SHC2,1,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7719,0.7748,0.7926,TRUE,B,0.4835,FALSE,2,B,TRUE
cg14159672,1,205819179,AC119673.2,1,1,TRUE,TRUE,TRUE,3,0.822077922077922,0.842424242424242,0.88961038961039,0.842424242424242,0.775324675324675,0.939393939393939,PM20D1,10,FALSE,II,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,A,saliva,0.9253,0.862,0.9179,TRUE,A+,0.7779,TRUE,4,A++,TRUE
cg14192029,4,126058,AC253576.2;ZNF718,-1;1,2,TRUE,TRUE,TRUE,3,0.814285714285714,0.951515151515151,0.788311688311688,0.963636363636364,0.787012987012987,0.903030303030303,ZNF718,1,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6502,0.681,0.5885,TRUE,B,0.5566,TRUE,3,B,TRUE
cg14227325,2,113190197,FBLN7;RGPD8,1;-1,2,TRUE,TRUE,TRUE,3,0.936363636363636,0.963636363636364,0.907792207792208,0.915151515151515,0.937662337662338,0.878787878787879,RGPD8;RGPD5,,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.8855,0.8192,0.8986,TRUE,B,,FALSE,2,B,FALSE
cg14254433,6,34482411,ILRUN,-1,1,TRUE,TRUE,TRUE,3,0.590909090909091,0.878787878787879,0.709090909090909,0.915151515151515,0.55974025974026,0.866666666666667,PACSIN1,8,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5712,0.5266,0.3445,TRUE,B,0.3179,FALSE,2,B,TRUE
cg14292368,19,18793705,CRLF1,-1,1,TRUE,TRUE,TRUE,3,0.590909090909091,0.551515151515151,0.653246753246753,0.612121212121212,0.82987012987013,0.818181818181818,CRTC1;CRTC1,4,FALSE,I,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,A,saliva;buccal,0.5842,0.5733,0.5316,TRUE,A+,0.3822,FALSE,3,A++,TRUE
cg14332815,11,18433564,LDHAL6A;LDHC,-1;-1,2,TRUE,TRUE,TRUE,3,0.802597402597403,0.927272727272727,0.780519480519481,0.927272727272727,0.728571428571429,0.793939393939394,LDHC;LDHC,6,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4861,0.5022,0.5951,FALSE,B,0.4526,FALSE,1,B,TRUE
cg14381623,9,139091650,QSOX2,1,1,TRUE,TRUE,TRUE,3,0.502597402597403,0.6,0.538961038961039,0.927272727272727,0.511688311688312,0.6,LHX3;LHX3,4,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6944,0.726,0.2818,TRUE,B,0.4355,FALSE,2,B,TRUE
cg14500267,11,67383377,GSTP1,1,1,TRUE,TRUE,TRUE,3,0.732467532467532,0.854545454545454,0.77012987012987,0.939393939393939,0.8,0.939393939393939,,7,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6798,0.6742,0.5773,TRUE,B,0.5491,TRUE,3,B,TRUE
cg14500300,9,211689,DOCK8,1,1,TRUE,TRUE,TRUE,3,0.715584415584416,0.76969696969697,0.574025974025974,0.636363636363636,0.522077922077922,0.6,,0,TRUE,II,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,A,saliva,0.3925,0.4741,0.2953,FALSE,A+,0.3571,FALSE,2,A++,TRUE
cg14625636,9,100000026,AL445670.1;AL590705.1;AL590705.2;ANKRD18CP;CTSV;FAM220CP;GAS2L1P2;VN1R51P;ZNF322P1,-1;-1;-1;-1;-1;-1;-1;-1;-1,9,TRUE,TRUE,TRUE,3,0.531168831168831,0.745454545454545,0.64025974025974,0.551515151515151,0.806493506493506,0.612121212121212,KIAA1529,1,FALSE,II,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,A,buccal,0.2942,0.1956,0.238,FALSE,A,0.562,TRUE,2,A,TRUE
cg14669130,1,89459504,GBP3,1,1,TRUE,TRUE,TRUE,3,0.835064935064935,0.878787878787879,0.854545454545454,0.878787878787879,0.614285714285714,0.939393939393939,CCBL2;CCBL2;RBMXL1;RBMXL1,2,FALSE,II,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,A,saliva;blood,0.6597,0.6127,0.6168,TRUE,A+,,FALSE,3,A+,FALSE
cg14768256,3,44754587,KIF15;ZNF501;ZNF502,-1;-1;-1,3,TRUE,TRUE,TRUE,3,0.718181818181818,0.745454545454545,0.674025974025974,0.612121212121212,0.875324675324675,0.745454545454545,ZNF502;ZNF502;ZNF502;ZNF502,7,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4859,0.4354,0.4038,FALSE,B,0.5567,TRUE,2,B,TRUE
cg14789911,21,47582049,FTCD;PCNT;SPATC1L;YBEY,1;-1;1;1,4,TRUE,TRUE,TRUE,3,0.832467532467532,0.927272727272727,0.771428571428571,0.951515151515151,0.909090909090909,0.878787878787879,C21orf56;C21orf56,2,FALSE,II,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,A,saliva;blood;buccal,0.8047,0.7541,0.7507,TRUE,A+,0.7985,TRUE,4,A++,TRUE
cg14893161,1,205819251,AC119673.2,1,1,TRUE,TRUE,TRUE,3,0.749350649350649,0.878787878787879,0.803896103896104,0.987878787878788,0.692207792207792,0.927272727272727,PM20D1;PM20D1,10,FALSE,II,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,A,saliva;blood,0.9245,0.839,0.9309,TRUE,A+,0.7979,TRUE,4,A++,TRUE
cg14926445,8,58193284,LINC00588,-1,1,TRUE,TRUE,TRUE,3,0.837662337662338,0.684848484848485,0.809090909090909,0.672727272727273,0.937662337662338,0.927272727272727,C8orf71,,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5712,0.4508,0.5816,TRUE,B,0.5629,TRUE,3,B,TRUE
cg14951292,16,4525986,CDIP1;CORO7;DNAJA3;NMRAL1,-1;1;-1;-1,4,TRUE,TRUE,TRUE,3,0.636363636363636,0.757575757575757,0.564935064935065,0.624242424242424,0.667532467532468,0.806060606060606,HMOX2;HMOX2;HMOX2;NMRAL1,10,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4483,0.5303,0.5055,FALSE,B,0.593,TRUE,2,B,TRUE
cg15000279,19,29285009,MAN1A2P1,-1,1,TRUE,TRUE,TRUE,3,0.64025974025974,0.866666666666667,0.54025974025974,0.624242424242424,0.553246753246753,0.733333333333333,,2,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6579,0.6883,0.542,TRUE,B,0.3698,FALSE,2,B,TRUE
cg15145296,3,125709740,AC092903.1;ALG1L;ROPN1B,-1;-1;-1,3,TRUE,TRUE,TRUE,3,0.846753246753247,0.927272727272727,0.793506493506493,0.927272727272727,0.823376623376623,0.915151515151515,,1,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7587,0.7167,0.7824,TRUE,B,0.7023,TRUE,3,B,TRUE
cg15192736,22,49448123,AL078622.1,-1,1,TRUE,TRUE,TRUE,3,0.761038961038961,0.854545454545454,0.874025974025974,0.696969696969697,0.777922077922078,0.6,,1,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6946,0.5323,0.5161,TRUE,B,0.7307,TRUE,3,B,TRUE
cg15242686,22,24348715,AP000350.6;GSTT1,1;1,2,TRUE,TRUE,TRUE,3,0.912987012987013,0.709090909090909,0.841558441558442,0.781818181818182,0.955844155844156,0.709090909090909,GSTTP1,,FALSE,II,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,A,saliva;blood;buccal,0.7061,0.6905,0.7037,TRUE,A+,,FALSE,3,A+,FALSE
cg15295732,17,43942128,AC005829.2;AC091132.3;AC126544.1;ARL17A;ARL17B;KANSL1;KANSL1-AS1;LINC02210;LRRC37A;LRRC37A2;LRRC37A4P;MAPK8IP1P1;MAPK8IP1P2,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;-1;-1,13,TRUE,TRUE,TRUE,3,0.555844155844156,0.587878787878788,0.568831168831169,0.939393939393939,0.594805194805195,0.587878787878788,LOC100128977,,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5126,0.4407,0.2982,TRUE,B,,FALSE,2,B,FALSE
cg15300101,11,112096625,BCO2,-1,1,TRUE,TRUE,TRUE,3,0.836363636363636,0.866666666666667,0.811688311688312,0.915151515151515,0.898701298701299,0.927272727272727,PTS,,FALSE,II,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,A,blood,0.7226,0.6927,0.6501,TRUE,A+,0.6367,TRUE,3,A++,TRUE
cg15331088,8,600555,ERICH1,1,1,TRUE,TRUE,TRUE,3,0.903896103896104,0.76969696969697,0.562337662337662,0.696969696969697,0.822077922077922,0.527272727272727,,4,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.2942,0.3354,0.316,FALSE,B,0.5078,TRUE,2,B,TRUE
cg15507776,3,136538369,AC096992.2;SLC35G2,1;1,2,TRUE,TRUE,TRUE,3,0.524675324675325,0.575757575757576,0.536363636363636,0.745454545454545,0.61948051948052,0.733333333333333,TMEM22;TMEM22;TMEM22;TMEM22,3,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6976,0.709,0.68,TRUE,B,0.6003,TRUE,3,B,TRUE
cg15531562,11,65601754,SNX32,1,1,TRUE,TRUE,TRUE,3,0.687012987012987,0.842424242424242,0.753246753246753,0.939393939393939,0.636363636363636,0.878787878787879,SNX32,,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.8148,0.7045,0.221,TRUE,B,0.571,TRUE,3,B,TRUE
cg15557168,22,42548783,AC254562.1;CYP2D6;NAGA;SMDT1,-1;1;-1;-1,4,TRUE,TRUE,TRUE,3,0.784415584415584,0.575757575757576,0.731168831168831,0.793939393939394,0.71038961038961,0.587878787878788,,,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7289,0.7014,0.7211,TRUE,B,0.6063,TRUE,3,B,TRUE
cg15574437,7,2019874,AC104129.1,1,1,TRUE,TRUE,TRUE,3,0.814285714285714,0.939393939393939,0.864935064935065,0.83030303030303,0.606493506493507,0.866666666666667,MAD1L1;MAD1L1;MAD1L1,,FALSE,I,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,A,saliva;blood;buccal,0.8607,0.8482,0.8591,TRUE,A+,,FALSE,3,A+,FALSE
cg15602054,2,170624685,CCDC173,1,1,TRUE,TRUE,TRUE,3,0.72987012987013,0.781818181818182,0.642857142857143,0.854545454545454,0.567532467532468,0.866666666666667,,2,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5508,0.5348,0.4042,TRUE,B,0.2518,FALSE,2,B,TRUE
cg15697225,12,133186923,POLE,1,1,TRUE,TRUE,TRUE,3,0.666233766233766,0.915151515151515,0.7,0.975757575757576,0.732467532467532,0.842424242424242,,8,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.4601,0.5025,0.4881,FALSE,B,0.5556,TRUE,2,B,TRUE
cg15727925,19,9546735,AC011451.4,-1,1,TRUE,TRUE,TRUE,3,0.581818181818182,0.76969696969697,0.52987012987013,0.806060606060606,0.650649350649351,0.854545454545454,ZNF266;ZNF266,,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5939,0.605,0.5373,TRUE,B,0.5101,TRUE,3,B,TRUE
cg15798862,7,76129360,ZP3,1,1,TRUE,TRUE,TRUE,3,0.787012987012987,0.76969696969697,0.906493506493506,0.806060606060606,0.628571428571429,0.83030303030303,DTX2;DTX2;DTX2;DTX2,,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.7592,0.7117,0.5675,TRUE,B,,FALSE,2,B,FALSE
cg16006841,5,176797999,RGS14,-1,1,TRUE,TRUE,TRUE,3,0.746753246753247,0.951515151515151,0.679220779220779,0.818181818181818,0.77012987012987,0.806060606060606,RGS14,4,FALSE,I,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,A,saliva;blood,0.8126,0.8295,0.7602,TRUE,A+,0.6679,TRUE,4,A++,TRUE
cg16056087,4,120375747,AC110373.1;GTF2IP12;KLHL2P1;SEPTIN7P14;USP53,1;1;1;-1;-1,5,TRUE,TRUE,TRUE,3,0.577922077922078,0.915151515151515,0.797402597402597,0.878787878787879,0.796103896103896,0.927272727272727,,,FALSE,I,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,A,saliva;blood,0.7383,0.6621,0.7658,TRUE,A+,,FALSE,3,A+,FALSE
cg16120147,8,143852587,LNCOC1;LY6D;THEM6,1;1;1,3,TRUE,TRUE,TRUE,3,0.820779220779221,0.83030303030303,0.764935064935065,0.842424242424242,0.735064935064935,0.890909090909091,LYNX1;LYNX1,,FALSE,I,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,A,saliva;blood;buccal,0.8243,0.8008,0.7594,TRUE,A+,,FALSE,3,A+,FALSE
cg16145915,7,1198662,ZFAND2A-DT,1,1,TRUE,TRUE,TRUE,3,0.507792207792208,0.660606060606061,0.735064935064935,0.866666666666667,0.807792207792208,0.551515151515151,ZFAND2A,5,FALSE,I,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,A,blood,0.8171,0.808,0.7708,TRUE,A+,0.8343,TRUE,3,A++,TRUE
cg16178271,7,1948755,AC104129.1,1,1,TRUE,TRUE,TRUE,3,0.871428571428571,0.951515151515151,0.720779220779221,0.878787878787879,0.828571428571429,0.806060606060606,MAD1L1;MAD1L1;MAD1L1,,FALSE,I,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,A,saliva;blood;buccal,0.8824,0.8491,0.859,TRUE,A+,,FALSE,3,A+,FALSE
cg16187013,10,133949209,JAKMIP3,1,1,TRUE,TRUE,TRUE,3,0.74025974025974,0.696969696969697,0.622077922077922,0.721212121212121,0.749350649350649,0.466666666666667,JAKMIP3,2,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.5197,0.5267,0.4049,TRUE,B,0.2779,FALSE,2,B,TRUE
cg16311044,8,145164209,WDR97,-1,1,TRUE,TRUE,TRUE,3,0.697402597402597,0.854545454545454,0.697402597402597,0.672727272727273,0.683116883116883,0.684848484848485,KIAA1875,3,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6635,0.6451,0.5544,TRUE,B,0.5664,TRUE,3,B,TRUE
cg16474696,19,13875014,MRI1,-1,1,TRUE,TRUE,TRUE,3,0.901298701298701,0.878787878787879,0.91038961038961,0.878787878787879,0.905194805194805,1,MRI1;MRI1,8,FALSE,II,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,A,saliva;blood;buccal,0.927,0.9148,0.9134,TRUE,A+,0.8088,TRUE,4,A++,TRUE
cg16533245,17,10612342,SCO1;TMEM220,1;-1,2,TRUE,TRUE,TRUE,3,0.655844155844156,0.624242424242424,0.768831168831169,0.672727272727273,0.771428571428571,0.248484848484848,C17orf48,0,TRUE,II,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,A,saliva;blood;buccal,0.6622,0.7102,0.7182,TRUE,A+,,FALSE,3,A+,FALSE
cg16666206,19,58281797,ZNF417;ZNF552;ZNF586;ZNF587,1;1;1;-1,4,TRUE,TRUE,TRUE,3,0.667532467532468,0.612121212121212,0.705194805194805,0.515151515151515,0.848051948051948,0.490909090909091,ZNF586,2,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.3686,0.3628,0.3044,FALSE,B,0.3869,FALSE,1,B,TRUE
cg16810621,17,3290164,OR3A2,-1,1,TRUE,TRUE,TRUE,3,0.603896103896104,0.660606060606061,0.735064935064935,0.539393939393939,0.649350649350649,0.333333333333333,,3,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.3339,0.3907,0.3467,FALSE,B,0.202,FALSE,1,B,TRUE
cg16878027,12,133335468,POLE;PXMP2,1;-1,2,TRUE,TRUE,TRUE,3,0.827272727272727,0.927272727272727,0.888311688311688,0.83030303030303,0.883116883116883,0.733333333333333,ANKLE2,1,FALSE,II,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.6165,0.5827,0.4458,TRUE,B,0.5267,TRUE,3,B,TRUE
cg16906346,6,24646782,TDP2,1,1,TRUE,TRUE,TRUE,3,0.864935064935065,0.806060606060606,0.812987012987013,0.709090909090909,0.801298701298701,0.878787878787879,KIAA0319;KIAA0319;KIAA0319;KIAA0319;KIAA0319,11,FALSE,I,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,B,,0.8571,0.8259,0.8543,TRUE,B,0.7972,TRUE,3,B,TRUE
cg17071417,19,50962282,ASPDH;MYBPC2,-1;-1,2,TRUE,TRUE,TRUE,3,0.658441558441558,0.76969696969697,0.715584415584416,0.733333333333333,0.751948051948052,0.793939393939394,MYBPC2,1,FALSE,II,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,A,blood;buccal,0.6703,0.6177,0.5676,TRUE,A+,0.6239,TRUE,3,A++,TRUE
cg17099656,22,47135171,AL118516.1,1,1,TRUE,TRUE,TRUE,3,0.820779220779221,0.854545454545454,0.844155844155844,0.757575757575757,0.78961038961039,0.866666666666667,CERK,3,FALSE,II,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,A,saliva;blood,0.872,0.8653,0.8885,TRUE,A+,0.714,TRUE,4,A++,TRUE
